    x y nx ny
    0.850000000000000E+01   -0.185937500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.189062500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.192187500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.195312500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.198437500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.201562500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.204687500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.207812500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.210937500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.214062500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.217187500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.220312500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.223437500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.226562500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.229687500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.232812500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.235937500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.239062500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.242187500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.245312500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.850000000000000E+01   -0.248437500000000E+01   -0.100000000000000E+01    0.000000000000000E+00
    0.848437500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.845312500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.842187500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.839062500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.835937500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.832812500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.829687500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.826562500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.823437500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.820312500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.817187500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.814062500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.810937500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.807812500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.804687500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.801562500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.798437500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.795312500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.792187500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.789062500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.785937500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.782812500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.779687500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.776562500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.773437500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.770312500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.767187500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.764062500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.760937500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.757812500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.754687500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
    0.751562500000000E+01   -0.250000000000000E+01    0.000000000000000E+00    0.100000000000000E+01
